"","Var1","Freq","rel"
"1003","beu",3,0.008
"1004","bevoegde",3,0.008
"1005","bezet",3,0.008
"1006","bijkomende",3,0.008
"1007","blanco",3,0.008
"1008","blind",3,0.008
"1009","blond",3,0.008
"1010","bronzen",3,0.008
"1011","chinese",3,0.008
"1012","chirurgische",3,0.008
"1013","constant",3,0.008
"1014","dankbaarder",3,0.008
"1015","denkbaar",3,0.008
"1016","departementale",3,0.008
"1017","doelmatige",3,0.008
"1018","donkere",3,0.008
"1019","drachtige",3,0.008
"1020","dramatische",3,0.008
"1021","drogen",3,0.008
"1022","dunne",3,0.008
"1023","duurzame",3,0.008
"1024","dwars",3,0.008
"1025","ebbenhouten",3,0.008
"1026","edelachtbaren",3,0.008
"1027","eerwaarde",3,0.008
"1028","eigene",3,0.008
"1029","elegantste",3,0.008
"1030","enge",3,0.008
"1031","ergste",3,0.008
"1032","feestelijk",3,0.008
"1033","fidele",3,0.008
"1034","gaaf",3,0.008
"1035","gebloemd",3,0.008
"1036","gedistingeerd",3,0.008
"1037","gedwongen",3,0.008
"1038","gefortuneerde",3,0.008
"1039","geldelijke",3,0.008
"1040","geleden",3,0.008
"1041","geneeskrachtige",3,0.008
"1042","geraakte",3,0.008
"1043","gereformeerden",3,0.008
"1044","geregeld",3,0.008
"1045","geriefelijke",3,0.008
"1046","gevatte",3,0.008
"1047","gezochtste",3,0.008
"1048","gezond",3,0.008
"1049","glad",3,0.008
"1050","grappig",3,0.008
"1051","grootst",3,0.008
"1052","gul",3,0.008
"1053","gunstigst",3,0.008
"1054","guur",3,0.008
"1055","hardnekkig",3,0.008
"1056","herhaalde",3,0.008
"1057","horizontale",3,0.008
"1058","hulpbehoevende",3,0.008
"1059","huwelijks",3,0.008
"1060","ijzersterke",3,0.008
"1061","industrieel",3,0.008
"1062","inwonende",3,0.008
"1063","kadastrale",3,0.008
"1064","katholiek",3,0.008
"1065","klever",3,0.008
"1066","koddige",3,0.008
"1067","korter",3,0.008
"1068","kunstmatige",3,0.008
"1069","kwaad",3,0.008
"1070","ledere",3,0.008
"1071","lenige",3,0.008
"1072","levensgroot",3,0.008
"1073","liefdadig",3,0.008
"1074","liefderijk",3,0.008
"1075","lustige",3,0.008
"1076","luttel",3,0.008
"1077","lyrische",3,0.008
"1078","mager",3,0.008
"1079","makke",3,0.008
"1080","massief",3,0.008
"1081","microscopisch",3,0.008
"1082","minste",3,0.008
"1083","mis",3,0.008
"1084","moois",3,0.008
"1085","muzikale",3,0.008
"1086","nijpende",3,0.008
"1087","nobel",3,0.008
"1088","noordwestelijk",3,0.008
"1089","notenhouten",3,0.008
"1090","nuttigste",3,0.008
"1091","officieel",3,0.008
"1092","omliggende",3,0.008
"1093","onbegrijpelijk",3,0.008
"1094","onberispelijk",3,0.008
"1095","onbetaald",3,0.008
"1096","onderst",3,0.008
"1097","onderste",3,0.008
"1098","ongebleekt",3,0.008
"1099","ongeneeslijk",3,0.008
"1100","onheuglijke",3,0.008
"1101","oprecht",3,0.008
"1102","optische",3,0.008
"1103","pasgeboren",3,0.008
"1104","passé",3,0.008
"1105","plaatselijk",3,0.008
"1106","plotseling",3,0.008
"1107","plotselinge",3,0.008
"1108","populairste",3,0.008
"1109","precieus",3,0.008
"1110","present",3,0.008
"1111","proefondervindelijk",3,0.008
"1112","provinciaal",3,0.008
"1113","rechterlijk",3,0.008
"1114","rechtstreeks",3,0.008
"1115","rentegevende",3,0.008
"1116","respectievelijk",3,0.008
"1117","ros",3,0.008
"1118","rost",3,0.008
"1119","russisch",3,0.008
"1120","schaak",3,0.008
"1121","schijnbaar",3,0.008
"1122","sierlijk",3,0.008
"1123","slim",3,0.008
"1124","smaakvolle",3,0.008
"1125","smaakvolste",3,0.008
"1126","stevige",3,0.008
"1127","stillen",3,0.008
"1128","stilzwijgende",3,0.008
"1129","stipt",3,0.008
"1130","stiptste",3,0.008
"1131","stout",3,0.008
"1132","tevreden",3,0.008
"1133","toegankelijk",3,0.008
"1134","touwen",3,0.008
"1135","tuk",3,0.008
"1136","uitdrukkelijk",3,0.008
"1137","veilige",3,0.008
"1138","vergeefs",3,0.008
"1139","vermakelijke",3,0.008
"1140","verplaatsbare",3,0.008
"1141","verteerbaar",3,0.008
"1142","verticale",3,0.008
"1143","verzachtend",3,0.008
"1144","vlijtig",3,0.008
"1145","volgend",3,0.008
"1146","volwassen",3,0.008
"1147","voorgaande",3,0.008
"1148","voos",3,0.008
"1149","weldadige",3,0.008
"1150","welkom",3,0.008
"1151","welluidende",3,0.008
"1152","welopgevoed",3,0.008
"1153","werkelijk",3,0.008
"1154","wetenschappelijk",3,0.008
"1155","wettelijke",3,0.008
"1156","wezenlijke",3,0.008
"1157","woeste",3,0.008
"1158","zelfstandige",3,0.008
"1159","zichtbaar",3,0.008
"1160","zorgvuldig",3,0.008
"1161","zorgvuldige",3,0.008
"1162","zuidelijk",3,0.008
"1163","zuiverste",3,0.008
"1164","zure",3,0.008
"1165","zwakke",3,0.008
"1166","aanbevelenswaardige",2,0.005
"1167","aanmerkelijke",2,0.005
"1168","aanzienlijkste",2,0.005
"1169","aardigste",2,0.005
"1170","accuraatst",2,0.005
"1171","accuraatste",2,0.005
"1172","allerbelangrijkst",2,0.005
"1173","allerlaatste",2,0.005
"1174","anderhalve",2,0.005
"1175","apart",2,0.005
"1176","authentieke",2,0.005
"1177","bang",2,0.005
"1178","bedroefde",2,0.005
"1179","beeldende",2,0.005
"1180","behulpzame",2,0.005
"1181","belangstellende",2,0.005
"1182","beleefde",2,0.005
"1183","benarde",2,0.005
"1184","benige",2,0.005
"1185","benijdenswaardig",2,0.005
"1186","bepaald",2,0.005
"1187","bergs",2,0.005
"1188","bescheiden",2,0.005
"1189","bespottelijke",2,0.005
"1190","betrekkelijke",2,0.005
"1191","betrokken",2,0.005
"1192","bevattelijk",2,0.005
"1193","bevoegden",2,0.005
"1194","bevorderlijk",2,0.005
"1195","bezochte",2,0.005
"1196","bits",2,0.005
"1197","bleu",2,0.005
"1198","bourgeois",2,0.005
"1199","bouwkundigen",2,0.005
"1200","bovenmatig",2,0.005
"1201","bruikbaar",2,0.005
"1202","bruto",2,0.005
"1203","centralen",2,0.005
"1204","constante",2,0.005
"1205","correcte",2,0.005
"1206","coulante",2,0.005
"1207","dankbare",2,0.005
"1208","deskundige",2,0.005
"1209","dierbare",2,0.005
"1210","doenlijk",2,0.005
"1211","dolle",2,0.005
"1212","donkerblauwe",2,0.005
"1213","driewerf",2,0.005
"1214","dringendste",2,0.005
"1215","dwaze",2,0.005
"1216","eenjarig",2,0.005
"1217","eerstkomende",2,0.005
"1218","eerstvolgend",2,0.005
"1219","eervolle",2,0.005
"1220","electrisch",2,0.005
"1221","energiek",2,0.005
"1222","engelse",2,0.005
"1223","evangelische",2,0.005
"1224","exquis",2,0.005
"1225","fier",2,0.005
"1226","fijnen",2,0.005
"1227","flanellen",2,0.005
"1228","gaar",2,0.005
"1229","gangbaarste",2,0.005
"1230","gare",2,0.005
"1231","gedeeltelijke",2,0.005
"1232","gediplomeerde",2,0.005
"1233","geestigste",2,0.005
"1234","gegoed",2,0.005
"1235","geil",2,0.005
"1236","gek",2,0.005
"1237","gekruide",2,0.005
"1238","gekruiste",2,0.005
"1239","geleerde",2,0.005
"1240","gemakkelijker",2,0.005
"1241","gemeenschappelijk",2,0.005
"1242","gemeenschappelijke",2,0.005
"1243","gemêleerde",2,0.005
"1244","gemiddelde",2,0.005
"1245","genoegzaam",2,0.005
"1246","geoefende",2,0.005
"1247","geopende",2,0.005
"1248","gepaste",2,0.005
"1249","gereserveerde",2,0.005
"1250","geroutineerde",2,0.005
"1251","geruite",2,0.005
"1252","geschikt",2,0.005
"1253","geschiktste",2,0.005
"1254","geslepen",2,0.005
"1255","gestoorde",2,0.005
"1256","getand",2,0.005
"1257","getiteld",2,0.005
"1258","geurig",2,0.005
"1259","geurigste",2,0.005
"1260","gevoelig",2,0.005
"1261","gevoerde",2,0.005
"1262","gevorderde",2,0.005
"1263","gezegde",2,0.005
"1264","gezellige",2,0.005
"1265","gladde",2,0.005
"1266","glansrijk",2,0.005
"1267","gloeiend",2,0.005
"1268","goddelijke",2,0.005
"1269","grappigste",2,0.005
"1270","gretig",2,0.005
"1271","groninger",2,0.005
"1272","haarlemmer",2,0.005
"1273","handig",2,0.005
"1274","hardste",2,0.005
"1275","heilig",2,0.005
"1276","heilzame",2,0.005
"1277","helderder",2,0.005
"1278","hemels",2,0.005
"1279","hoge",2,0.005
"1280","hoornen",2,0.005
"1281","interessant",2,0.005
"1282","inwendig",2,0.005
"1283","inwisselbaar",2,0.005
"1284","jeugdig",2,0.005
"1285","joligste",2,0.005
"1286","jonggehuwde",2,0.005
"1287","kaalhoofdig",2,0.005
"1288","karig",2,0.005
"1289","ketters",2,0.005
"1290","kloeke",2,0.005
"1291","kokette",2,0.005
"1292","kolossaal",2,0.005
"1293","komiekste",2,0.005
"1294","kristalhelder",2,0.005
"1295","kuis",2,0.005
"1296","kwade",2,0.005
"1297","laatstgenoemd",2,0.005
"1298","laatstgenoemde",2,0.005
"1299","landbouwkundige",2,0.005
"1300","langdurige",2,0.005
"1301","langere",2,0.005
"1302","langharig",2,0.005
"1303","lastig",2,0.005
"1304","lastige",2,0.005
"1305","latere",2,0.005
"1306","lauw",2,0.005
"1307","leed",2,0.005
"1308","leren",2,0.005
"1309","letterkundige",2,0.005
"1310","levendige",2,0.005
"1311","lichtblauwe",2,0.005
"1312","lichter",2,0.005
"1313","liefdevol",2,0.005
"1314","liefelijke",2,0.005
"1315","liever",2,0.005
"1316","loyaal",2,0.005
"1317","lucratief",2,0.005
"1318","luttele",2,0.005
"1319","merkwaardige",2,0.005
"1320","middelste",2,0.005
"1321","minderjarige",2,0.005
"1322","missionair",2,0.005
"1323","modernen",2,0.005
"1324","moe",2,0.005
"1325","moedeloos",2,0.005
"1326","moeilijk",2,0.005
"1327","mooier",2,0.005
"1328","muf",2,0.005
"1329","mulle",2,0.005
"1330","nauw",2,0.005
"1331","nevenstaande",2,0.005
"1332","nodig",2,0.005
"1333","noodzakelijke",2,0.005
"1334","omgaand",2,0.005
"1335","onbekenden",2,0.005
"1336","onbemiddelde",2,0.005
"1337","onbepaalde",2,0.005
"1338","onbevlekte",2,0.005
"1339","onderscheiden",2,0.005
"1340","ongeboren",2,0.005
"1341","ongeëvenaard",2,0.005
"1342","ongehoord",2,0.005
"1343","ongekende",2,0.005
"1344","ongeregelde",2,0.005
"1345","ongevraagde",2,0.005
"1346","ongezondste",2,0.005
"1347","onmisbare",2,0.005
"1348","onmogelijk",2,0.005
"1349","onnavolgbare",2,0.005
"1350","onnodig",2,0.005
"1351","onschadelijke",2,0.005
"1352","ontoereikend",2,0.005
"1353","ontrouw",2,0.005
"1354","onveranderd",2,0.005
"1355","onveranderlijke",2,0.005
"1356","onverwacht",2,0.005
"1357","onverzorgde",2,0.005
"1358","onzichtbaar",2,0.005
"1359","opgaande",2,0.005
"1360","opgeruimd",2,0.005
"1361","opmerkelijke",2,0.005
"1362","origineel",2,0.005
"1363","ouderlijke",2,0.005
"1364","ovale",2,0.005
"1365","overbodig",2,0.005
"1366","overdekt",2,0.005
"1367","overtuigd",2,0.005
"1368","perfecte",2,0.005
"1369","periodieke",2,0.005
"1370","permanente",2,0.005
"1371","pittige",2,0.005
"1372","plantaardige",2,0.005
"1373","positief",2,0.005
"1374","prettige",2,0.005
"1375","protestant",2,0.005
"1376","raak",2,0.005
"1377","rekenkundige",2,0.005
"1378","rijp",2,0.005
"1379","romantische",2,0.005
"1380","ronder",2,0.005
"1381","royale",2,0.005
"1382","rustiger",2,0.005
"1383","ruwe",2,0.005
"1384","samengestelde",2,0.005
"1385","scheikundige",2,0.005
"1386","scheller",2,0.005
"1387","scherpe",2,0.005
"1388","schitterende",2,0.005
"1389","schonen",2,0.005
"1390","schor",2,0.005
"1391","schots",2,0.005
"1392","schuins",2,0.005
"1393","slepende",2,0.005
"1394","smakelijke",2,0.005
"1395","splinternieuw",2,0.005
"1396","staand",2,0.005
"1397","stekende",2,0.005
"1398","stemgerechtigde",2,0.005
"1399","stokoud",2,0.005
"1400","teder",2,0.005
"1401","toekomstige",2,0.005
"1402","treurig",2,0.005
"1403","triest",2,0.005
"1404","trouwe",2,0.005
"1405","tukker",2,0.005
"1406","tulen",2,0.005
"1407","uitgaande",2,0.005
"1408","uitgeput",2,0.005
"1409","uitgestrekte",2,0.005
"1410","veertiendaags",2,0.005
"1411","veranderlijke",2,0.005
"1412","verbazende",2,0.005
"1413","verboden",2,0.005
"1414","verguld",2,0.005
"1415","verkeken",2,0.005
"1416","verlichte",2,0.005
"1417","verliefde",2,0.005
"1418","verse",2,0.005
"1419","verste",2,0.005
"1420","verwante",2,0.005
"1421","voller",2,0.005
"1422","voorbereidende",2,0.005
"1423","vormende",2,0.005
"1424","vorstelijke",2,0.005
"1425","vrouwelijk",2,0.005
"1426","vuil",2,0.005
"1427","waardige",2,0.005
"1428","wakker",2,0.005
"1429","weergaloos",2,0.005
"1430","welgemeende",2,0.005
"1431","welgesteld",2,0.005
"1432","wener",2,0.005
"1433","wijd",2,0.005
"1434","wilgen",2,0.005
"1435","willekeurige",2,0.005
"1436","wis",2,0.005
"1437","wiskundige",2,0.005
"1438","zachte",2,0.005
"1439","zachten",2,0.005
"1440","zalig",2,0.005
"1441","zedelijke",2,0.005
"1442","zeevarenden",2,0.005
"1443","ziende",2,0.005
"1444","zittende",2,0.005
"1445","zwaarder",2,0.005
"1446","zwak",2,0.005
"1447","zwakste",2,0.005
"1448","aangedaan",1,0.003
"1449","aangenamer",1,0.003
"1450","aanhoudend",1,0.003
"1451","aansprakelijk",1,0.003
"1452","aansprakelijke",1,0.003
"1453","aanstaand",1,0.003
"1454","aanvallig",1,0.003
"1455","aanverwant",1,0.003
"1456","aanwezigen",1,0.003
"1457","aardrijkskundig",1,0.003
"1458","absente",1,0.003
"1459","achterstallige",1,0.003
"1460","adellijke",1,0.003
"1461","aftands",1,0.003
"1462","afwisselend",1,0.003
"1463","algeheel",1,0.003
"1464","alleenstaande",1,0.003
"1465","alleraardigst",1,0.003
"1466","allerliefst",1,0.003
"1467","allerliefste",1,0.003
"1468","amerikaanse",1,0.003
"1469","amsterdams",1,0.003
"1470","anatomische",1,0.003
"1471","arbeidzaam",1,0.003
"1472","asser",1,0.003
"1473","barre",1,0.003
"1474","bedaarde",1,0.003
"1475","bedreven",1,0.003
"1476","bedrukt",1,0.003
"1477","beduidende",1,0.003
"1478","begaafd",1,0.003
"1479","begrijpelijk",1,0.003
"1480","behaagziek",1,0.003
"1481","behoeftig",1,0.003
"1482","bekwamere",1,0.003
"1483","belanghebbende",1,0.003
"1484","beminde",1,0.003
"1485","benauwde",1,0.003
"1486","benig",1,0.003
"1487","beproefd",1,0.003
"1488","bereidwillige",1,0.003
"1489","bereikbaar",1,0.003
"1490","berns",1,0.003
"1491","beroemd",1,0.003
"1492","beschaamd",1,0.003
"1493","beschrijvende",1,0.003
"1494","beschut",1,0.003
"1495","bestand",1,0.003
"1496","betreffende",1,0.003
"1497","bevolkte",1,0.003
"1498","beweegbare",1,0.003
"1499","bezwaard",1,0.003
"1500","bezwaarlijk",1,0.003
"1501","bijpassende",1,0.003
"1502","bitterst",1,0.003
"1503","blinden",1,0.003
"1504","blonde",1,0.003
"1505","bloot",1,0.003
"1506","bolvormig",1,0.003
"1507","bolvormige",1,0.003
"1508","bonter",1,0.003
"1509","bontste",1,0.003
"1510","bot",1,0.003
"1511","bouter",1,0.003
"1512","bovengenoemden",1,0.003
"1513","brandende",1,0.003
"1514","brede",1,0.003
"1515","breedst",1,0.003
"1516","breedvoerig",1,0.003
"1517","broos",1,0.003
"1518","bruikbare",1,0.003
"1519","bruinen",1,0.003
"1520","buigzaam",1,0.003
"1521","buitendijks",1,0.003
"1522","buitenlandse",1,0.003
"1523","cementen",1,0.003
"1524","christelijker",1,0.003
"1525","chronisch",1,0.003
"1526","circulair",1,0.003
"1527","cirkelvormig",1,0.003
"1528","civiele",1,0.003
"1529","comfortabel",1,0.003
"1530","content",1,0.003
"1531","coulant",1,0.003
"1532","courantste",1,0.003
"1533","daas",1,0.003
"1534","dapperen",1,0.003
"1535","dartel",1,0.003
"1536","daze",1,0.003
"1537","debiel",1,0.003
"1538","deelnemende",1,0.003
"1539","definitief",1,0.003
"1540","deftigste",1,0.003
"1541","degelijker",1,0.003
"1542","deksels",1,0.003
"1543","denkbare",1,0.003
"1544","dichterlijke",1,0.003
"1545","diepst",1,0.003
"1546","dierlijke",1,0.003
"1547","diets",1,0.003
"1548","doctoraal",1,0.003
"1549","doctorale",1,0.003
"1550","dodelijk",1,0.003
"1551","doelmatiger",1,0.003
"1552","dom",1,0.003
"1553","domme",1,0.003
"1554","dommer",1,0.003
"1555","donkerblauw",1,0.003
"1556","donkerbruin",1,0.003
"1557","doof",1,0.003
"1558","doopsgezinde",1,0.003
"1559","doordringende",1,0.003
"1560","doorkneed",1,0.003
"1561","dorps",1,0.003
"1562","dorst",1,0.003
"1563","doublé",1,0.003
"1564","down",1,0.003
"1565","drachtig",1,0.003
"1566","dramatisch",1,0.003
"1567","dreigend",1,0.003
"1568","dreigende",1,0.003
"1569","driehoekige",1,0.003
"1570","driejarig",1,0.003
"1571","driejarige",1,0.003
"1572","driejarigen",1,0.003
"1573","drijvend",1,0.003
"1574","droeve",1,0.003
"1575","droevig",1,0.003
"1576","drukkere",1,0.003
"1577","duchtige",1,0.003
"1578","duidelijkste",1,0.003
"1579","duurder",1,0.003
"1580","duurzaamste",1,0.003
"1581","duurzamer",1,0.003
"1582","echter",1,0.003
"1583","ecru",1,0.003
"1584","edelachtbaar",1,0.003
"1585","edelen",1,0.003
"1586","eeltige",1,0.003
"1587","eenparig",1,0.003
"1588","eensgezind",1,0.003
"1589","eenzelfde",1,0.003
"1590","eerstgenoemden",1,0.003
"1591","eerwaarden",1,0.003
"1592","egaal",1,0.003
"1593","eigeel",1,0.003
"1594","eigenlijk",1,0.003
"1595","eigenzinnig",1,0.003
"1596","eivolle",1,0.003
"1597","eleganter",1,0.003
"1598","elementair",1,0.003
"1599","engels",1,0.003
"1600","epidemische",1,0.003
"1601","erkentelijk",1,0.003
"1602","erkentelijke",1,0.003
"1603","euvel",1,0.003
"1604","excellent",1,0.003
"1605","fair",1,0.003
"1606","fel",1,0.003
"1607","felle",1,0.003
"1608","ferme",1,0.003
"1609","fictieve",1,0.003
"1610","fiere",1,0.003
"1611","fijnere",1,0.003
"1612","fiks",1,0.003
"1613","financieel",1,0.003
"1614","financiële",1,0.003
"1615","fitte",1,0.003
"1616","fitter",1,0.003
"1617","flinker",1,0.003
"1618","flinkst",1,0.003
"1619","flinkste",1,0.003
"1620","florissantste",1,0.003
"1621","flut",1,0.003
"1622","fotografische",1,0.003
"1623","gans",1,0.003
"1624","gay",1,0.003
"1625","geaderde",1,0.003
"1626","gebakken",1,0.003
"1627","gebloemde",1,0.003
"1628","gebroken",1,0.003
"1629","gedekte",1,0.003
"1630","gedetailleerde",1,0.003
"1631","gedistingeerde",1,0.003
"1632","gedrukt",1,0.003
"1633","gedurige",1,0.003
"1634","geestelijken",1,0.003
"1635","geforceerde",1,0.003
"1636","gegeven",1,0.003
"1637","gegrond",1,0.003
"1638","geïmproviseerde",1,0.003
"1639","gekeperd",1,0.003
"1640","gekeperde",1,0.003
"1641","gekleed",1,0.003
"1642","gekroonde",1,0.003
"1643","gelakte",1,0.003
"1644","gelardeerd",1,0.003
"1645","geldelijk",1,0.003
"1646","geldersen",1,0.003
"1647","geleidelijk",1,0.003
"1648","gelen",1,0.003
"1649","gelezen",1,0.003
"1650","gelijkende",1,0.003
"1651","gelijkmatig",1,0.003
"1652","gelinieerd",1,0.003
"1653","gemakkelijkste",1,0.003
"1654","gemeende",1,0.003
"1655","gemeentelijke",1,0.003
"1656","gemengd",1,0.003
"1657","gemiddeld",1,0.003
"1658","geniaalste",1,0.003
"1659","geopend",1,0.003
"1660","gepast",1,0.003
"1661","geplaatst",1,0.003
"1662","gerechtigd",1,0.003
"1663","gereformeerd",1,0.003
"1664","gerieflijk",1,0.003
"1665","geronnen",1,0.003
"1666","geruit",1,0.003
"1667","geschiedkundig",1,0.003
"1668","geschreven",1,0.003
"1669","gesitueerde",1,0.003
"1670","gesloten",1,0.003
"1671","gesorteerde",1,0.003
"1672","gestreepte",1,0.003
"1673","getint",1,0.003
"1674","getroffen",1,0.003
"1675","gevaarlijkste",1,0.003
"1676","gevleugelde",1,0.003
"1677","gevoelige",1,0.003
"1678","gevoeligste",1,0.003
"1679","gevormde",1,0.003
"1680","gevuld",1,0.003
"1681","gevulde",1,0.003
"1682","gewatteerde",1,0.003
"1683","geweldige",1,0.003
"1684","gewend",1,0.003
"1685","gewestelijk",1,0.003
"1686","gewestelijke",1,0.003
"1687","gewijzigde",1,0.003
"1688","gewoner",1,0.003
"1689","geziene",1,0.003
"1690","gezouten",1,0.003
"1691","giftige",1,0.003
"1692","globale",1,0.003
"1693","godsdienstig",1,0.003
"1694","godvruchtige",1,0.003
"1695","goedaardig",1,0.003
"1696","graag",1,0.003
"1697","grenen",1,0.003
"1698","grievend",1,0.003
"1699","groos",1,0.003
"1700","gulste",1,0.003
"1701","handige",1,0.003
"1702","hardnekkige",1,0.003
"1703","hardst",1,0.003
"1704","hecht",1,0.003
"1705","heraldiek",1,0.003
"1706","heraldieke",1,0.003
"1707","herkiesbaar",1,0.003
"1708","hervormingsgezinde",1,0.003
"1709","heust",1,0.003
"1710","heuvelachtige",1,0.003
"1711","high",1,0.003
"1712","holst",1,0.003
"1713","hoofdelijk",1,0.003
"1714","hooggeplaatste",1,0.003
"1715","horizontaal",1,0.003
"1716","huiverig",1,0.003
"1717","humane",1,0.003
"1718","humoristischer",1,0.003
"1719","iepen",1,0.003
"1720","ijler",1,0.003
"1721","ijskoud",1,0.003
"1722","indrukwekkende",1,0.003
"1723","ingevoerde",1,0.003
"1724","ingezonden",1,0.003
"1725","innige",1,0.003
"1726","insolvent",1,0.003
"1727","intellectueel",1,0.003
"1728","internationaal",1,0.003
"1729","italiaans",1,0.003
"1730","jammerlijke",1,0.003
"1731","jarenlang",1,0.003
"1732","jarenlange",1,0.003
"1733","jongstleden",1,0.003
"1734","journalistiek",1,0.003
"1735","juisten",1,0.003
"1736","junior",1,0.003
"1737","kadastraal",1,0.003
"1738","kale",1,0.003
